Campaign_ID,Campaign_Type,Target_Audience,Duration,Channel_Used,Impressions,Clicks,Leads,Conversions,Revenue,Acquisition_Cost,ROI,Language,Engagement_Score,Customer_Segment,Date
PU-CMP-1028,Paid Ads,Premium Shoppers,8.0,WhatsApp,86483.0,8763.0,4092.0,2357.0,1369417.0,64.88,7.95,Hindi,17.59,Youth,16-04-2025
PU-CMP-1029,Social Media,Working Women,25.0,,92767.0,12211.0,2983.0,1997.0,1198200.0,130.19,3.61,Tamil,18.53,Premium Shoppers,12-07-2024
PU-CMP-1030,Email,Youth,13.0,Facebook,17372.0,1861.0,975.0,376.0,124832.0,776.52,-0.57,Hindi,,Working Women,01-01-2025
PU-CMP-1031,Social Media,Working Women,,YouTube,72759.0,9731.0,3275.0,1579.0,699497.0,139.27,2.18,Tamil,20.05,Premium Shoppers,11-09-2024
PU-CMP-1032,Influencer,,25.0,"WhatsApp, Instagram, Google",,2508.0,875.0,419.0,289948.0,565.74,0.22,Tamil,17.77,Premium Shoppers,06-03-2025
PU-CMP-1033,Social Media,College Students,20.0,"Google, WhatsApp, Email",91199.0,11459.0,4334.0,1929.0,781245.0,64.27,5.3,Hindi,19.43,Premium Shoppers,25-02-2025
PU-CMP-1034,Paid Ads,Youth,21.0,Google,64792.0,6275.0,3145.0,1291.0,290475.0,110.04,1.04,Bengali,16.53,Working Women,05-06-2025
PU-CMP-1035,Social Media,Working Women,10.0,"YouTube, WhatsApp",68413.0,1605.0,454.0,197.0,80770.0,498.22,-0.18,Hindi,3.3,Tier 2 City Customers,21-01-2025
PU-CMP-1036,Paid Ads,Youth,17.0,"Instagram, Google, WhatsApp",85935.0,4869.0,2271.0,1675.0,576200.0,59.98,4.74,,10.26,Tier 2 City Customers,14-03-2025
,Influencer,Tier 2 City Customers,11.0,YouTube,32147.0,2331.0,,707.0,197960.0,419.48,-0.33,English,12.82,Premium Shoppers,08-01-2025
PU-CMP-1038,Email,College Students,7.0,"YouTube, Email",87850.0,8924.0,4518.0,3039.0,1157859.0,41.98,8.07,Hindi,18.76,Tier 2 City Customers,
PU-CMP-1039,Email,Youth,21.0,,39169.0,4796.0,1239.0,937.0,345753.0,102.89,2.59,English,17.8,Working Women,18-02-2025
PU-CMP-1040,Paid Ads,Tier 2 City Customers,6.0,Email,97355.0,8604.0,4706.0,1828.0,1349064.0,80.28,8.19,English,15.55,Tier 2 City Customers,02-01-2025
PU-CMP-1041,Social Media,Premium Shoppers,21.0,Instagram,61112.0,1439.0,776.0,253.0,198352.0,1011.6,,Bengali,4.04,Youth,17-12-2024
PU-CMP-1042,Influencer,Working Women,18.0,"YouTube, Instagram, WhatsApp",44298.0,2931.0,1584.0,795.0,425325.0,154.43,2.46,Bengali,11.99,Youth,14-04-2025
PU-CMP-1043,Paid Ads,Premium Shoppers,27.0,"WhatsApp, Instagram",72161.0,,1200.0,,150348.0,150.7,0.78,Bengali,9.71,Working Women,01-10-2024
PU-CMP-1044,Influencer,Youth,28.0,Email,83463.0,8430.0,,2268.0,1086372.0,86.21,4.56,Hindi,17.64,Tier 2 City Customers,09-12-2024
PU-CMP-1045,Social Media,Youth,15.0,"WhatsApp, Instagram, Google",34994.0,1718.0,433.0,186.0,71982.0,1131.5,-0.66,Bengali,6.68,Working Women,25-03-2025
PU-CMP-1046,Paid Ads,Premium Shoppers,12.0,"WhatsApp, Instagram, Email",25648.0,1132.0,665.0,258.0,125646.0,805.74,-0.4,Bengali,8.01,College Students,07-07-2024
PU-CMP-1047,Email,Working Women,29.0,Instagram,74907.0,8306.0,1960.0,1449.0,1012851.0,129.15,4.41,English,15.64,Premium Shoppers,25-11-2024
PU-CMP-1048,Social Media,Youth,10.0,Google,51926.0,7722.0,3636.0,2858.0,908844.0,32.31,8.84,Hindi,27.38,Premium Shoppers,
PU-CMP-1049,Influencer,Youth,19.0,Email,87914.0,4740.0,1456.0,491.0,288217.0,143.56,3.09,Tamil,7.61,Tier 2 City Customers,19-03-2025
PU-CMP-1050,Paid Ads,Premium Shoppers,23.0,"Facebook, YouTube, WhatsApp",16115.0,2081.0,633.0,370.0,145410.0,557.43,-0.29,Hindi,19.14,Youth,17-01-2025
PU-CMP-1051,Paid Ads,Premium Shoppers,17.0,Instagram,35013.0,2589.0,1332.0,821.0,288992.0,232.68,0.51,Hindi,13.54,Tier 2 City Customers,23-10-2024
PU-CMP-1052,Email,Tier 2 City Customers,8.0,"YouTube, Email",35756.0,923.0,428.0,129.0,78303.0,1202.12,,Tamil,4.14,College Students,21-04-2025
PU-CMP-1053,Social Media,College Students,26.0,Email,56658.0,4696.0,1323.0,1038.0,630066.0,288.61,1.1,English,12.46,Tier 2 City Customers,12-12-2024
,Influencer,Tier 2 City Customers,14.0,YouTube,98558.0,9074.0,4934.0,3548.0,709600.0,66.49,2.01,Tamil,17.81,Working Women,
PU-CMP-1055,SEO,Premium Shoppers,11.0,Email,57695.0,7562.0,4353.0,2705.0,1723085.0,66.81,8.53,Hindi,25.34,Youth,31-03-2025
PU-CMP-1056,Paid Ads,Working Women,12.0,"WhatsApp, Email",98618.0,3516.0,974.0,426.0,100536.0,186.27,0.27,Tamil,4.98,College Students,09-02-2025
PU-CMP-1057,Paid Ads,Working Women,20.0,Google,81752.0,11413.0,5759.0,,647185.0,51.6,2.97,Bengali,24.87,Working Women,
PU-CMP-1058,Paid Ads,College Students,23.0,Email,89833.0,7986.0,3719.0,2557.0,1173663.0,40.52,10.33,Tamil,15.88,College Students,31-10-2024
PU-CMP-1059,Influencer,College Students,13.0,Google,95090.0,14025.0,7816.0,3563.0,1026144.0,35.69,7.07,Hindi,26.72,Premium Shoppers,18-05-2025
PU-CMP-1060,Influencer,Working Women,25.0,"Facebook, Email, Instagram",14318.0,876.0,475.0,284.0,162732.0,583.02,-0.02,English,11.42,Working Women,06-12-2024
PU-CMP-1061,Email,Premium Shoppers,,Facebook,13361.0,1489.0,773.0,400.0,231200.0,295.7,0.95,English,19.92,College Students,04-02-2025
PU-CMP-1062,Paid Ads,Working Women,,"Email, WhatsApp, Facebook",92762.0,12450.0,2537.0,1044.0,510516.0,,4.6,English,17.28,Working Women,18-04-2025
PU-CMP-1063,SEO,Tier 2 City Customers,30.0,Facebook,90435.0,8729.0,2193.0,1482.0,823992.0,62.24,7.93,Tamil,13.72,Premium Shoppers,09-12-2024
PU-CMP-1064,Influencer,Working Women,28.0,Email,74666.0,2791.0,1227.0,512.0,215552.0,307.4,0.37,Bengali,6.07,Working Women,15-09-2024
PU-CMP-1065,Influencer,Tier 2 City Customers,6.0,"Email, Instagram, Facebook",25497.0,3380.0,,863.0,592018.0,131.34,4.22,Tamil,24.14,Working Women,31-08-2024
PU-CMP-1066,Influencer,College Students,25.0,"Facebook, WhatsApp",86467.0,9219.0,3842.0,1503.0,967932.0,165.9,2.88,Bengali,16.84,Youth,16-05-2025
PU-CMP-1067,Email,Premium Shoppers,16.0,Google,73621.0,8931.0,4111.0,1581.0,1226856.0,41.77,17.58,Tamil,19.86,College Students,26-03-2025
PU-CMP-1068,,College Students,29.0,YouTube,89585.0,10875.0,4965.0,2890.0,1208020.0,33.98,11.3,English,20.91,Working Women,23-05-2025
PU-CMP-1069,Social Media,College Students,16.0,"Google, Facebook",92176.0,10893.0,2521.0,1503.0,1152801.0,83.15,8.22,Bengali,16.18,Tier 2 City Customers,03-04-2025
PU-CMP-1070,Social Media,Tier 2 City Customers,24.0,"Facebook, Google, Instagram",31413.0,1517.0,603.0,481.0,191919.0,,0.78,Hindi,8.28,Premium Shoppers,25-05-2025
PU-CMP-1071,Social Media,College Students,5.0,"Facebook, Email, Instagram",88529.0,11797.0,6031.0,3719.0,1056196.0,75.14,2.78,Tamil,24.34,Working Women,20-05-2025
PU-CMP-1072,Influencer,College Students,7.0,"Facebook, Instagram, WhatsApp",15961.0,1472.0,548.0,295.0,151630.0,874.31,,Hindi,14.5,,16-01-2025
PU-CMP-1073,Influencer,Working Women,19.0,"Email, WhatsApp, YouTube",14490.0,1816.0,679.0,424.0,278992.0,258.45,1.55,English,20.14,Youth,02-03-2025
PU-CMP-1074,Email,Working Women,9.0,Instagram,35504.0,5311.0,,,549759.0,160.87,2.46,Hindi,23.57,Working Women,17-11-2024
PU-CMP-1075,Influencer,College Students,8.0,"Email, Instagram",18176.0,1078.0,446.0,198.0,101574.0,1463.11,-0.65,Tamil,9.47,Premium Shoppers,10-08-2024
PU-CMP-1076,Influencer,Premium Shoppers,28.0,Email,64849.0,,1409.0,965.0,501800.0,114.46,3.54,Bengali,9.38,,19-03-2025
PU-CMP-1077,Email,Working Women,29.0,Instagram,57933.0,7825.0,2140.0,1517.0,763051.0,,2.87,Bengali,19.82,Youth,23-12-2024
PU-CMP-1078,Influencer,Tier 2 City Customers,28.0,"Google, YouTube",11117.0,409.0,192.0,75.0,15375.0,3256.87,-0.94,English,6.08,College Students,01-12-2024
PU-CMP-1079,SEO,College Students,30.0,"Facebook, YouTube",56612.0,5099.0,2739.0,1933.0,,54.03,10.07,Bengali,17.26,Youth,08-03-2025
PU-CMP-1080,Email,Tier 2 City Customers,16.0,Facebook,66235.0,7769.0,1638.0,1143.0,,128.37,2.11,Hindi,15.93,Premium Shoppers,24-07-2024
PU-CMP-1081,Email,Working Women,29.0,Instagram,19603.0,1001.0,437.0,308.0,237776.0,370.69,1.08,English,,College Students,28-11-2024
PU-CMP-1082,Paid Ads,Premium Shoppers,5.0,YouTube,47865.0,6222.0,2568.0,1875.0,1455000.0,53.3,13.56,Tamil,22.28,Working Women,04-12-2024
PU-CMP-1083,SEO,Working Women,22.0,"YouTube, Email, Instagram",10711.0,275.0,143.0,71.0,55238.0,,-0.37,Hindi,4.57,Working Women,01-08-2024
PU-CMP-1084,Social Media,College Students,13.0,"Google, WhatsApp",60799.0,8236.0,4069.0,2177.0,1600095.0,42.1,16.46,,23.82,Working Women,08-02-2025
PU-CMP-1085,Social Media,College Students,27.0,Instagram,46361.0,6128.0,1534.0,1213.0,485200.0,124.02,2.23,Hindi,19.14,College Students,28-07-2024
PU-CMP-1086,Social Media,Youth,6.0,"Instagram, WhatsApp",77352.0,7536.0,3938.0,2456.0,1856736.0,91.82,7.23,,18.01,Premium Shoppers,14-08-2024
PU-CMP-1087,Social Media,Working Women,9.0,"Facebook, YouTube, Instagram",76300.0,5125.0,2635.0,2050.0,1309950.0,,10.07,Hindi,12.86,College Students,
PU-CMP-1088,Social Media,Youth,30.0,Facebook,49810.0,3141.0,1793.0,1063.0,413507.0,171.61,1.27,Bengali,12.04,Tier 2 City Customers,
PU-CMP-1089,Social Media,Working Women,16.0,"YouTube, Email, Facebook",41428.0,6180.0,3302.0,1710.0,778050.0,83.93,4.42,,27.02,Premium Shoppers,13-05-2025
PU-CMP-1090,Email,Youth,17.0,,58104.0,5568.0,2002.0,891.0,634392.0,199.54,2.57,Tamil,14.56,Youth,28-04-2025
PU-CMP-1091,Paid Ads,Working Women,18.0,"Google, WhatsApp",65197.0,4313.0,2282.0,1308.0,987540.0,205.66,2.67,Hindi,12.12,Working Women,29-01-2025
PU-CMP-1092,Paid Ads,Tier 2 City Customers,27.0,"Instagram, YouTube",77879.0,11026.0,5914.0,4544.0,1867584.0,17.46,22.53,Hindi,27.59,Premium Shoppers,
PU-CMP-1093,,Working Women,19.0,,91357.0,4662.0,2240.0,937.0,707435.0,124.8,5.05,Bengali,8.58,Working Women,08-07-2024
PU-CMP-1094,Social Media,Youth,26.0,YouTube,14819.0,2079.0,981.0,551.0,303601.0,413.16,0.33,Hindi,24.37,Tier 2 City Customers,19-03-2025
PU-CMP-1095,Paid Ads,Premium Shoppers,18.0,Instagram,62011.0,2291.0,1207.0,452.0,234588.0,229.67,1.26,Tamil,6.37,Working Women,03-10-2024
PU-CMP-1096,Paid Ads,Working Women,30.0,"Email, YouTube, Google",23188.0,1029.0,223.0,177.0,115050.0,755.61,-0.14,Bengali,6.16,Premium Shoppers,07-03-2025
PU-CMP-1097,Email,Tier 2 City Customers,8.0,"Email, WhatsApp, Instagram",49700.0,6869.0,3985.0,2952.0,1676736.0,43.75,11.98,Bengali,27.78,Premium Shoppers,12-05-2025
PU-CMP-1098,Social Media,Premium Shoppers,15.0,"Google, Email",83421.0,11556.0,6733.0,4163.0,1019935.0,68.6,2.57,Tamil,26.91,Working Women,07-08-2024
PU-CMP-1099,Influencer,Tier 2 City Customers,21.0,Google,82643.0,3455.0,1444.0,1069.0,363460.0,202.58,0.68,,7.22,Working Women,16-03-2025
PU-CMP-1100,Social Media,College Students,28.0,Facebook,61720.0,2805.0,821.0,540.0,130140.0,467.9,-0.48,English,6.75,Premium Shoppers,07-07-2024
PU-CMP-1101,,College Students,23.0,Email,19804.0,671.0,156.0,98.0,51842.0,2685.82,-0.8,Bengali,4.67,Youth,25-12-2024
PU-CMP-1102,Paid Ads,Premium Shoppers,9.0,"WhatsApp, Facebook",94521.0,13670.0,3677.0,2498.0,1016686.0,94.97,3.29,Tamil,21.0,College Students,22-07-2024
PU-CMP-1103,SEO,Tier 2 City Customers,8.0,"Facebook, WhatsApp",90003.0,3424.0,1141.0,849.0,396483.0,96.99,3.81,Bengali,6.02,Premium Shoppers,02-11-2024
PU-CMP-1104,SEO,College Students,,Facebook,95244.0,3271.0,1159.0,498.0,279378.0,468.28,0.2,English,5.17,Youth,07-09-2024
PU-CMP-1105,Social Media,Youth,15.0,WhatsApp,89442.0,4305.0,2386.0,1402.0,992616.0,153.23,,Bengali,9.05,Tier 2 City Customers,04-06-2025
PU-CMP-1106,Paid Ads,Tier 2 City Customers,12.0,"WhatsApp, Email",53453.0,5750.0,3079.0,1474.0,1090760.0,164.82,3.49,English,19.27,Premium Shoppers,12-08-2024
,Email,Tier 2 City Customers,28.0,Email,48815.0,2226.0,666.0,294.0,177870.0,486.78,0.24,Bengali,6.53,Premium Shoppers,11-04-2025
PU-CMP-1108,,Tier 2 City Customers,24.0,Google,57680.0,5108.0,1630.0,1073.0,402375.0,169.28,,Bengali,13.54,,14-12-2024
PU-CMP-1109,SEO,Tier 2 City Customers,6.0,"WhatsApp, Facebook",17550.0,2125.0,699.0,413.0,114401.0,526.05,-0.47,Tamil,18.44,College Students,26-01-2025
PU-CMP-1110,Email,,21.0,YouTube,60997.0,1816.0,553.0,442.0,182104.0,392.55,0.05,Bengali,4.61,Youth,
PU-CMP-1111,Influencer,,6.0,"WhatsApp, YouTube",12771.0,1127.0,659.0,358.0,236280.0,335.82,0.97,Bengali,16.79,Premium Shoppers,09-02-2025
PU-CMP-1112,Paid Ads,Tier 2 City Customers,10.0,"Google, Facebook",68200.0,8185.0,4257.0,2689.0,1831209.0,108.65,5.27,English,22.19,Working Women,25-10-2024
PU-CMP-1113,SEO,Youth,20.0,"Google, Facebook, Email",39471.0,1196.0,,148.0,112036.0,1710.45,-0.56,English,4.31,Premium Shoppers,05-10-2024
PU-CMP-1114,Email,Tier 2 City Customers,19.0,Google,54201.0,6571.0,2995.0,1357.0,883407.0,85.43,6.62,Hindi,20.15,Working Women,24-04-2025
PU-CMP-1115,Paid Ads,Tier 2 City Customers,,Google,,7574.0,4016.0,2477.0,943737.0,75.03,4.08,English,21.05,Tier 2 City Customers,08-09-2024
PU-CMP-1116,Social Media,Premium Shoppers,15.0,Instagram,36361.0,2030.0,866.0,,151139.0,210.43,0.71,Hindi,9.12,Youth,05-09-2024
PU-CMP-1117,SEO,,26.0,"Email, Facebook",93173.0,4699.0,1175.0,424.0,172144.0,520.4,-0.22,Hindi,6.76,Tier 2 City Customers,22-11-2024
PU-CMP-1118,,College Students,10.0,"Google, Facebook",97068.0,5267.0,1654.0,628.0,198448.0,448.63,-0.3,English,7.78,Tier 2 City Customers,17-11-2024
PU-CMP-1119,SEO,Youth,24.0,YouTube,41630.0,2085.0,1162.0,920.0,636640.0,132.3,4.23,English,10.01,College Students,
PU-CMP-1120,SEO,College Students,6.0,"YouTube, Facebook",40583.0,4691.0,1066.0,668.0,412824.0,199.48,2.1,English,15.83,College Students,13-03-2025
PU-CMP-1121,Paid Ads,Working Women,24.0,"Facebook, Google, Email",90634.0,12637.0,5829.0,1949.0,454117.0,79.17,1.94,Tamil,22.52,Working Women,07-09-2024
PU-CMP-1122,Email,Tier 2 City Customers,8.0,"Google, Facebook",90011.0,2739.0,915.0,343.0,150920.0,,-0.45,Bengali,4.44,Youth,12-02-2025
PU-CMP-1123,Email,Working Women,30.0,YouTube,67983.0,4021.0,1482.0,734.0,406636.0,186.65,1.97,English,9.17,Working Women,23-10-2024
PU-CMP-1124,SEO,Working Women,13.0,"YouTube, Google",36253.0,1611.0,635.0,247.0,68913.0,512.45,-0.46,Bengali,6.88,College Students,02-12-2024
PU-CMP-1125,Email,Tier 2 City Customers,5.0,"WhatsApp, Facebook, Google",95569.0,4122.0,1415.0,,530400.0,,,Tamil,6.81,Premium Shoppers,19-07-2024
PU-CMP-1126,Influencer,College Students,17.0,"WhatsApp, Instagram, YouTube",90305.0,11154.0,,3666.0,1319760.0,27.04,12.31,Bengali,23.29,Tier 2 City Customers,15-11-2024
PU-CMP-1127,Social Media,Working Women,23.0,"YouTube, Instagram",18333.0,2164.0,,801.0,321201.0,,1.43,Tamil,22.41,Premium Shoppers,23-08-2024
,,Working Women,16.0,Email,22920.0,3079.0,1186.0,928.0,,85.18,,English,22.66,Tier 2 City Customers,31-03-2025
PU-CMP-1129,Influencer,Youth,7.0,"Instagram, YouTube, Google",11340.0,732.0,400.0,172.0,130204.0,665.98,0.14,,11.5,Youth,10-08-2024
PU-CMP-1130,Paid Ads,Working Women,18.0,Facebook,46975.0,4349.0,2138.0,1007.0,571976.0,81.7,5.95,Tamil,15.95,Working Women,08-10-2024
PU-CMP-1131,Influencer,Premium Shoppers,23.0,"Email, YouTube",72181.0,2399.0,484.0,312.0,213720.0,548.83,0.25,Hindi,4.43,Youth,29-12-2024
PU-CMP-1132,Email,Youth,6.0,WhatsApp,34197.0,1727.0,619.0,453.0,250509.0,246.45,1.24,English,8.18,Premium Shoppers,29-08-2024
PU-CMP-1133,Email,Working Women,20.0,"Email, Facebook, Google",40635.0,4891.0,1194.0,523.0,110353.0,493.76,-0.57,Bengali,16.26,Premium Shoppers,09-11-2024
PU-CMP-1134,,,9.0,Facebook,60974.0,3205.0,851.0,259.0,,903.54,-0.43,English,7.08,Working Women,22-11-2024
PU-CMP-1135,Influencer,College Students,13.0,"Facebook, WhatsApp",95585.0,3452.0,1173.0,637.0,170716.0,452.33,-0.41,Bengali,5.51,Working Women,13-09-2024
PU-CMP-1136,Paid Ads,College Students,7.0,"Instagram, Google, YouTube",18528.0,492.0,,167.0,118236.0,935.44,-0.24,,5.04,College Students,24-11-2024
,Paid Ads,Working Women,29.0,,,,1643.0,1195.0,748070.0,224.7,1.79,Bengali,12.42,Working Women,20-12-2024
PU-CMP-1138,Paid Ads,Youth,24.0,WhatsApp,69701.0,9212.0,5089.0,2964.0,868452.0,93.46,2.13,Hindi,24.77,Youth,
PU-CMP-1139,Paid Ads,Premium Shoppers,9.0,,46448.0,5601.0,3167.0,1418.0,1114548.0,154.5,4.09,Tamil,21.93,College Students,03-05-2025
PU-CMP-1140,Email,Youth,18.0,"Email, WhatsApp, Google",39397.0,3797.0,907.0,,212040.0,321.31,0.42,Tamil,13.12,College Students,11-06-2025
PU-CMP-1141,Influencer,Youth,6.0,"YouTube, Instagram, Google",53336.0,7337.0,3910.0,2915.0,,31.6,23.18,Bengali,26.55,Working Women,20-12-2024
PU-CMP-1142,Paid Ads,Premium Shoppers,21.0,"Instagram, Email, YouTube",99150.0,11054.0,3391.0,1168.0,485888.0,247.8,0.68,Hindi,15.75,Premium Shoppers,30-07-2024
PU-CMP-1143,Email,Tier 2 City Customers,13.0,,74184.0,,1557.0,1058.0,438012.0,226.22,0.83,,8.43,Tier 2 City Customers,
PU-CMP-1144,Influencer,Youth,9.0,Facebook,27242.0,1467.0,841.0,646.0,420546.0,427.87,0.52,Tamil,10.84,Premium Shoppers,26-02-2025
PU-CMP-1145,Paid Ads,Working Women,25.0,"WhatsApp, Google",61577.0,2936.0,1528.0,847.0,662354.0,231.01,2.39,Bengali,8.62,College Students,17-11-2024
PU-CMP-1146,Paid Ads,College Students,22.0,"Facebook, YouTube, Instagram",27295.0,3237.0,754.0,601.0,,,-0.17,English,16.82,Youth,19-12-2024
PU-CMP-1147,Paid Ads,Tier 2 City Customers,21.0,WhatsApp,75623.0,7076.0,1627.0,889.0,575183.0,192.36,2.36,Hindi,12.68,,09-05-2025
PU-CMP-1148,Social Media,College Students,22.0,"YouTube, Instagram",98392.0,2027.0,1215.0,712.0,196512.0,156.46,0.76,Hindi,4.02,,07-01-2025
,Social Media,Youth,12.0,"WhatsApp, Instagram, Google",,3512.0,1607.0,1132.0,766364.0,96.36,6.03,Bengali,25.37,,27-08-2024
PU-CMP-1150,Social Media,College Students,25.0,"WhatsApp, Google",87701.0,5631.0,2573.0,2053.0,1439153.0,92.31,6.59,Tamil,11.7,Youth,27-04-2025
PU-CMP-1151,Influencer,Youth,5.0,Email,87388.0,8952.0,5274.0,1618.0,579244.0,173.92,1.06,English,18.13,Working Women,03-10-2024
PU-CMP-1152,Email,Tier 2 City Customers,5.0,"Google, WhatsApp, Facebook",22187.0,2958.0,934.0,489.0,,,0.19,English,19.75,Working Women,19-08-2024
PU-CMP-1153,Social Media,Premium Shoppers,18.0,"Email, Google, YouTube",96520.0,10699.0,5845.0,3982.0,2265758.0,19.4,,Tamil,21.27,,26-05-2025
PU-CMP-1154,Influencer,Tier 2 City Customers,27.0,Instagram,82195.0,,2172.0,739.0,247565.0,291.74,0.15,Bengali,12.34,Premium Shoppers,06-03-2025
PU-CMP-1155,Influencer,Premium Shoppers,17.0,"YouTube, Email, WhatsApp",16850.0,2026.0,713.0,445.0,96565.0,237.13,-0.08,Tamil,18.9,Working Women,04-05-2025
PU-CMP-1156,Paid Ads,Tier 2 City Customers,7.0,"Google, Instagram",19349.0,2468.0,789.0,301.0,149597.0,945.5,-0.47,Hindi,18.39,,10-09-2024
PU-CMP-1157,Social Media,College Students,16.0,Instagram,,4705.0,1254.0,705.0,222075.0,352.84,-0.11,,19.31,Premium Shoppers,30-01-2025
PU-CMP-1158,Paid Ads,College Students,13.0,Email,92771.0,13361.0,2845.0,1416.0,335592.0,181.96,0.3,Tamil,19.0,Tier 2 City Customers,03-08-2024
PU-CMP-1159,Influencer,Premium Shoppers,12.0,"Facebook, WhatsApp, Email",58782.0,7995.0,3235.0,2147.0,1440637.0,41.96,14.99,Hindi,22.76,Premium Shoppers,16-02-2025
PU-CMP-1160,Influencer,Tier 2 City Customers,9.0,"Google, WhatsApp",24796.0,3101.0,1841.0,579.0,160962.0,398.7,-0.3,Bengali,22.27,Premium Shoppers,26-08-2024
